timestamp_ms,query_id,thread_pool_size,bucket_size,actors_spawned,first_rs_rows,second_rs_rows,join_time_ms
1778537154083,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-1",8,1000,1000,23,1,1408.861
1778537164801,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",8,1000,1000,5854,9118,3244.250
1778537168819,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",8,1000,1000,1819,43830,3836.936
1778537170688,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",8,1000,1000,4797,1397,1530.941
1778537172813,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-3",8,1000,1000,13,2,94.518
1778537174194,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-1",8,1000,1000,13,2,137.762
1778537176580,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-2",8,1000,1000,13,2,104.242
1778537178923,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-3",8,1000,1000,13,2,72.909
1778537181267,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-1",8,1000,1000,13,2,117.334
1778537183574,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-2",8,1000,1000,13,2,71.244
1778537185885,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-3",8,1000,1000,13,2,68.894
1778537188211,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-4",8,1000,1000,13,2,99.759
1778537190506,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-5",8,1000,1000,13,2,68.131
1778537192851,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-6",8,1000,1000,13,2,115.780
1778537195155,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-7",8,1000,1000,13,2,75.826
1778537197429,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-8",8,1000,1000,13,2,72.213
1778537199741,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-9",8,1000,1000,13,2,91.134
1778537202026,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-10",8,1000,1000,13,2,67.818
1778537205854,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-1",8,1000,1000,23,1,92.360
1778537209725,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-2",8,1000,1000,23,1,63.687
1778537213590,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-3",8,1000,1000,23,1,62.257
