timestamp_ms,query_id,thread_pool_size,bucket_size,actors_spawned,first_rs_rows,second_rs_rows,join_time_ms
1778530014919,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-1",1,1000,1000,23,1,1262.195
1778530025501,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",1,1000,1000,9118,5854,2802.091
1778530029545,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",1,1000,1000,1397,1819,1359.442
1778530036336,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",1,1000,1000,43830,119,3953.613
1778530038610,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-3",1,1000,1000,13,2,142.001
1778530040137,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-1",1,1000,1000,13,2,146.483
1778530042643,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-2",1,1000,1000,13,2,162.792
1778530045129,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-3",1,1000,1000,13,2,143.930
1778530047614,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-1",1,1000,1000,13,2,146.850
1778530050072,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-2",1,1000,1000,13,2,118.055
1778530052543,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-3",1,1000,1000,13,2,128.134
1778530054995,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-4",1,1000,1000,13,2,122.868
1778530057427,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-5",1,1000,1000,13,2,108.158
1778530059871,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-6",1,1000,1000,13,2,120.041
1778530062370,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-7",1,1000,1000,13,2,118.820
1778530064856,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-8",1,1000,1000,13,2,128.712
1778530067286,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-9",1,1000,1000,13,2,116.890
1778530069789,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-10",1,1000,1000,13,2,133.225
1778530073831,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-1",1,1000,1000,23,1,102.986
1778530077833,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-2",1,1000,1000,23,1,109.897
1778530082097,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-3",1,1000,1000,23,1,117.902
1778530086009,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-1",1,1000,1000,23,1,102.932
1778530089972,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-2",1,1000,1000,23,1,117.895
1778530094049,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-3",1,1000,1000,23,1,101.048
1778530097974,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-4",1,1000,1000,23,1,131.761
1778530102272,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-5",1,1000,1000,23,1,118.889
1778530106231,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-6",1,1000,1000,23,1,99.815
1778530110134,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-7",1,1000,1000,23,1,103.231
1778530114129,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-8",1,1000,1000,23,1,107.991
1778530118109,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-9",1,1000,1000,23,1,98.249
1778530122426,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-10",1,1000,1000,23,1,106.253
1778530127905,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-1",1,1000,1000,9118,5854,1027.313
1778530131249,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-1",1,1000,1000,1397,1819,1025.194
1778530139945,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-1",1,1000,1000,43830,119,3143.246
1778530145694,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-2",1,1000,1000,9118,5854,1004.786
1778530148938,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-2",1,1000,1000,1397,1819,959.861
1778530154667,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-2",1,1000,1000,43830,119,3200.242
1778530160029,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-3",1,1000,1000,9118,5854,1002.660
1778530164695,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-3",1,1000,1000,1397,1819,991.499
1778530170648,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-3",1,1000,1000,43830,119,3954.946
1778530176161,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-1",1,1000,1000,9118,5854,1069.098
1778530181040,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-1",1,1000,1000,1397,1819,1055.895
1778530187133,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-1",1,1000,1000,43830,119,4240.358
1778530192494,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-2",1,1000,1000,9118,5854,1016.354
1778530196455,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-2",1,1000,1000,1397,1819,1195.176
1778530202544,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-2",1,1000,1000,43830,119,4037.550
1778530207954,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-3",1,1000,1000,9118,5854,1008.769
1778530211874,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-3",1,1000,1000,1397,1819,1026.816
1778530218064,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-3",1,1000,1000,43830,119,4171.132
1778530223590,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-4",1,1000,1000,9118,5854,1056.552
1778530227453,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-4",1,1000,1000,1397,1819,1132.488
1778530233494,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-4",1,1000,1000,43830,119,3673.195
1778530238797,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-5",1,1000,1000,9118,5854,1007.720
1778530242903,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-5",1,1000,1000,1397,1819,1291.765
1778530250032,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-5",1,1000,1000,43830,119,4397.792
1778530255506,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-6",1,1000,1000,9118,5854,1111.214
1778530260034,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-6",1,1000,1000,1397,1819,1158.853
1778530266481,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-6",1,1000,1000,43830,119,4129.123
1778530272086,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-7",1,1000,1000,9118,5854,1107.775
1778530277046,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-7",1,1000,1000,1397,1819,1555.962
1778530283090,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-7",1,1000,1000,43830,119,3914.988
1778530288270,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-8",1,1000,1000,9118,5854,1044.602
1778530292457,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-8",1,1000,1000,1397,1819,1075.873
1778530297468,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-8",1,1000,1000,43830,119,4576.416
1778530303027,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-9",1,1000,1000,9118,5854,1123.957
