timestamp_ms,query_id,thread_pool_size,bucket_size,actors_spawned,first_rs_rows,second_rs_rows,join_time_ms
1778533694250,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-1",2,10,10,23,1,237.841
1778533701747,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",2,10,10,5854,9118,2480.807
1778533706148,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",2,10,10,1397,1819,1104.266
1778533709755,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",2,10,10,43830,119,2832.405
1778533711909,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-3",2,10,10,13,2,17.698
1778533713251,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-1",2,10,10,13,2,15.504
1778533715486,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-2",2,10,10,13,2,11.694
1778533717739,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-3",2,10,10,13,2,4.365
1778533719974,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-1",2,10,10,13,2,10.395
1778533722237,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-2",2,10,10,13,2,11.092
1778533724727,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-3",2,10,10,13,2,10.626
1778533726990,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-4",2,10,10,13,2,28.037
1778533729233,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-5",2,10,10,13,2,17.185
1778533731455,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-6",2,10,10,13,2,7.235
1778533733684,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-7",2,10,10,13,2,9.130
1778533735922,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-8",2,10,10,13,2,15.557
1778533738175,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-9",2,10,10,13,2,22.016
1778533740406,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-10",2,10,10,13,2,8.177
1778533744136,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-1",2,10,10,23,1,10.356
1778533747954,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-2",2,10,10,23,1,12.791
1778533751997,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-3",2,10,10,23,1,9.931
1778533755687,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-1",2,10,10,23,1,5.156
1778533759375,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-2",2,10,10,23,1,10.306
1778533763277,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-3",2,10,10,23,1,8.287
1778533767037,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-4",2,10,10,23,1,5.936
1778533770739,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-5",2,10,10,23,1,10.474
1778533774522,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-6",2,10,10,23,1,9.778
1778533778205,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-7",2,10,10,23,1,7.745
1778533782318,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-8",2,10,10,23,1,13.169
1778533785996,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-9",2,10,10,23,1,5.252
1778533789784,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-10",2,10,10,23,1,5.824
1778533794439,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-1",2,10,10,5854,9118,1287.608
1778533798880,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-1",2,10,10,1397,1819,651.051
1778533804799,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-1",2,10,10,43830,119,3023.942
1778533809458,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-2",2,10,10,5854,9118,1024.649
1778533814637,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-2",2,10,10,1397,1819,975.002
1778533817700,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-2",2,10,10,43830,119,2855.913
1778533822289,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-3",2,10,10,5854,9118,960.035
1778533826227,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-3",2,10,10,1397,1819,899.802
1778533829690,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-3",2,10,10,43830,119,2893.067
1778533834437,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-1",2,10,10,5854,9118,1088.146
1778533837313,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-1",2,10,10,1397,1819,826.167
1778533841677,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-1",2,10,10,43830,119,2319.894
1778533846223,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-2",2,10,10,5854,9118,990.465
1778533848610,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-2",2,10,10,1397,1819,749.731
1778533854095,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-2",2,10,10,43830,119,3155.319
1778533858890,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-3",2,10,10,5854,9118,1005.033
1778533861328,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-3",2,10,10,1397,1819,732.423
1778533866785,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-3",2,10,10,43830,119,2883.038
1778533871492,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-4",2,10,10,5854,9118,1158.283
1778533875179,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-4",2,10,10,1397,1819,952.741
1778533879186,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-4",2,10,10,43830,119,3067.805
1778533883816,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-5",2,10,10,5854,9118,976.677
1778533887583,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-5",2,10,10,1397,1819,923.449
1778533891264,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-5",2,10,10,43830,119,2962.565
1778533895851,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-6",2,10,10,5854,9118,1034.298
1778533898799,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-6",2,10,10,1397,1819,863.801
1778533903485,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-6",2,10,10,43830,119,2926.483
1778533908472,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-7",2,10,10,5854,9118,1298.003
1778533911820,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-7",2,10,10,1397,1819,1120.181
1778533915853,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-7",2,10,10,43830,119,3028.167
1778533920415,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-8",2,10,10,5854,9118,935.373
1778533925108,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-8",2,10,10,1397,1819,1250.747
1778533928649,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-8",2,10,10,43830,119,2798.637
1778533933326,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-9",2,10,10,5854,9118,1127.859
1778533936559,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-9",2,10,10,1397,1819,808.644
