timestamp_ms,query_id,thread_pool_size,bucket_size,actors_spawned,first_rs_rows,second_rs_rows,join_time_ms
1778506184927,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-3",1,100,100,13,2,14.810
1778506186970,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-4",1,100,100,13,2,13.145
1778506189014,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-5",1,100,100,13,2,13.042
1778506191057,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-6",1,100,100,13,2,12.183
1778506193100,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-7",1,100,100,13,2,13.422
1778506195141,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-8",1,100,100,13,2,13.364
1778506215745,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-1",1,100,100,23,1,82.507
1778506218739,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",1,100,100,9118,5854,785.558
1778506219396,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",1,100,100,1819,1397,604.774
1778506223364,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",1,100,100,43830,119,2106.792
1778506224752,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-3",1,100,100,13,2,11.876
1778506225798,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-1",1,100,100,13,2,11.624
1778506227852,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-2",1,100,100,13,2,15.756
1778506229893,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-3",1,100,100,13,2,12.333
1778506231944,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-1",1,100,100,13,2,18.893
1778506234010,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-2",1,100,100,13,2,30.978
1778506236054,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-3",1,100,100,13,2,12.730
1778506238101,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-4",1,100,100,13,2,14.491
1778506240149,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-5",1,100,100,13,2,15.071
1778506242202,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-6",1,100,100,13,2,16.526
