timestamp_ms,query_id,thread_pool_size,bucket_size,actors_spawned,first_rs_rows,second_rs_rows,join_time_ms
1778508150035,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-1",4,100,100,23,1,62.495
1778508152907,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",4,100,100,5854,9118,847.632
1778508153422,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",4,100,100,1819,1397,435.042
1778508155586,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-2",4,100,100,43830,119,1463.588
1778508156975,"akka://ParallelJoinBenchmark/user/SysWarmupAgent-3",4,100,100,13,2,18.097
1778508158030,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-1",4,100,100,13,2,15.324
1778508160078,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-2",4,100,100,13,2,21.235
1778508162125,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_5-3",4,100,100,13,2,18.694
1778508164154,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-1",4,100,100,13,2,18.248
1778508166192,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-2",4,100,100,13,2,12.072
1778508168229,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-3",4,100,100,13,2,11.179
1778508170266,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-4",4,100,100,13,2,12.464
1778508172304,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-5",4,100,100,13,2,13.527
1778508174343,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-6",4,100,100,13,2,12.285
1778508176375,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-7",4,100,100,13,2,9.767
1778508178407,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-8",4,100,100,13,2,8.875
1778508180427,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-9",4,100,100,13,2,7.014
1778508182468,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_5-10",4,100,100,13,2,16.636
1778508186310,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-1",4,100,100,23,1,12.287
1778508189987,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-2",4,100,100,23,1,7.545
1778508193542,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_1-3",4,100,100,23,1,13.006
1778508197493,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-1",4,100,100,23,1,21.944
1778508201056,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-2",4,100,100,23,1,11.988
1778508204664,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-3",4,100,100,23,1,15.547
1778508208376,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-4",4,100,100,23,1,27.484
1778508211937,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-5",4,100,100,23,1,24.747
1778508215496,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-6",4,100,100,23,1,14.073
1778508219153,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-7",4,100,100,23,1,15.069
1778508222696,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-8",4,100,100,23,1,20.256
1778508226585,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-9",4,100,100,23,1,13.020
1778508230205,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_1-10",4,100,100,23,1,18.338
1778508233041,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-1",4,100,100,5854,9118,424.150
1778508233526,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-1",4,100,100,1819,1397,433.609
1778508235758,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-1",4,100,100,43830,119,1336.917
1778508238805,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-2",4,100,100,5854,9118,408.213
1778508239268,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-2",4,100,100,1819,1397,387.186
1778508241507,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-2",4,100,100,43830,119,1334.965
1778508244517,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-3",4,100,100,5854,9118,380.012
1778508244955,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-3",4,100,100,1819,1397,388.006
1778508247099,"akka://ParallelJoinBenchmark/user/WarmupAgent-A_8_7-3",4,100,100,43830,119,1234.938
1778508250123,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-1",4,100,100,5854,9118,411.452
1778508250579,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-1",4,100,100,1819,1397,405.396
1778508252790,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-1",4,100,100,43830,119,1272.996
1778508255755,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-2",4,100,100,5854,9118,373.300
1778508256198,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-2",4,100,100,1819,1397,391.863
1778508258601,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-2",4,100,100,43830,119,1376.591
1778508261586,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-3",4,100,100,5854,9118,365.299
1778508262100,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-3",4,100,100,1819,1397,461.992
1778508264268,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-3",4,100,100,43830,119,1325.919
1778508267335,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-4",4,100,100,5854,9118,386.362
1778508267763,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-4",4,100,100,1819,1397,355.544
1778508269907,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-4",4,100,100,43830,119,1242.654
1778508272913,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-5",4,100,100,5854,9118,388.744
1778508273371,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-5",4,100,100,1819,1397,398.132
1778508275533,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-5",4,100,100,43830,119,1236.413
1778508278544,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-6",4,100,100,5854,9118,401.109
1778508279002,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-6",4,100,100,1819,1397,392.603
1778508281205,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-6",4,100,100,43830,119,1302.575
1778508284192,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-7",4,100,100,5854,9118,376.469
1778508284605,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-7",4,100,100,1819,1397,363.115
1778508286701,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-7",4,100,100,43830,119,1197.529
1778508289688,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-8",4,100,100,5854,9118,385.301
1778508290137,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-8",4,100,100,1819,1397,398.582
1778508292291,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-8",4,100,100,43830,119,1214.768
1778508295253,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-9",4,100,100,5854,9118,348.754
1778508295688,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-9",4,100,100,1819,1397,356.895
1778508297807,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-9",4,100,100,43830,119,1229.849
1778508300764,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-10",4,100,100,5854,9118,350.470
1778508301235,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-10",4,100,100,1819,1397,397.283
1778508303489,"akka://ParallelJoinBenchmark/user/MeasureAgent-A_8_7-10",4,100,100,43830,119,1335.744
